UCD_UCD_COD;UCD_ETA_COD;RSV_HOS_COD;PRE_HOS_COD;PHA_MED_PIH;UCD_SVP_COD;UCD_PSP_TOP;UCD_SPE_LIB;UCD_RCP_LI1;UCD_RCP_LI2;UCD_RCP_LI3;PHA_FRM_COD;PHA_FRM_LIB;PHA_FRC_COD;PHA_FRC_LIB;PHA_SUB_DOS;PHA_DOS_UNI;UCD_VOI_ADM;PHA_ATC_CLA;PHA_ATC_LIB;PHA_EPH_COD;PHA_EPH_LIB;UCD_INS_DTD;UCD_INS_DTF;UCD_LIS_TOP;INS_MTF_LIB
0000009269229;S;N;O;N;N;N;SUBCUVIA 1600MG/10ML SOL INJ FL;SUBCUVIA 160 MG/ML, SOLUTION INJECTABLE;;;48;SOLUTION;295;SOLUTION INJECTABLE;;;;J06BA02;IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADM INTRAVASCULAIRE;J06E;IMMUNOGLOBULINES POLYVALENTES, INTRAMUSCULAIRES;31DEC2005:00:00:00;;1;
0000009269235;S;N;O;N;N;N;SUBCUVIA 800MG/5ML SOL INJ FL;SUBCUVIA 160 MG/ML, SOLUTION INJECTABLE;;;48;SOLUTION;295;SOLUTION INJECTABLE;;;;J06BA02;IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADM INTRAVASCULAIRE;J06E;IMMUNOGLOBULINES POLYVALENTES, INTRAMUSCULAIRES;31DEC2005:00:00:00;;1;
0000009270617;D;N;O;N;N;N;VANCOMYCINE SDZ 125 MG PDR INJ;VANCOMYCINE SANDOZ 125 MG, POUDRE POUR SOLUTION POUR PERFUSION;;;44;POUDRE;322;POUDRE POUR SOLUTION POUR PERFUSION;;;;J01XA01;VANCOMYCINE;J01X1;ANTIBACTERIENS GLYCOPEPTIDES;31DEC2005:00:00:00;;1;
0000009270623;D;N;O;N;N;N;VANCOMYCINE SDZ 250 MG PDR INJ;VANCOMYCINE SANDOZ 250 MG, POUDRE POUR SOLUTION POUR PERFUSION;;;44;POUDRE;322;POUDRE POUR SOLUTION POUR PERFUSION;2000.0000;MG;INJECTABLE;J01XA01;VANCOMYCINE;J01X1;ANTIBACTERIENS GLYCOPEPTIDES;31DEC2005:00:00:00;;1;
0000009270646;D;N;O;N;N;N;VANCOMYCINE SDZ 500 MG PDR INJ;VANCOMYCINE SANDOZ 500 MG, POUDRE POUR SOLUTION POUR PERFUSION;;;44;POUDRE;322;POUDRE POUR SOLUTION POUR PERFUSION;;;;J01XA01;VANCOMYCINE;J01X1;ANTIBACTERIENS GLYCOPEPTIDES;31DEC2005:00:00:00;;1;
0000009270787;S;N;N;O;N;O;ENBREL 50MG PDR ET SOL INJ;ENBREL 50 MG, POUDRE ET SOLVANT POUR SOLUTION INJECTABLE;;;44;POUDRE;314;POUDRE ET SOLVANT POUR SOLUTION INJ;7.0000;MG;INJECTABLE;L04AB01;ETANERCEPT;L04B;MEDICAMENTS ANTI-TNF;30MAR2006:00:00:00;;2;
0000009271456;D;N;N;O;N;O;LITAK 10 MG SOL INJ SC;LITAK 10 MG/5 ML, SOLUTION INJECTABLE;;;48;SOLUTION;295;SOLUTION INJECTABLE;;;;L01BB04;CLADRIBINE (FORMULATIONS PARENTERALES);L01B;ANTIMETABOLITES;24MAY2006:00:00:00;;2;
0000009271539;D;N;O;N;N;O;REMODULIN 20 MG SOL INJ FL;REMODULIN 1 mg/ml, solution pour perfusion;;;48;SOLUTION;296;SOLUTION POUR PERFUSION;4.3000;MG;INJECTABLE;B01AC21;TREPROSTINIL;B01C4;ANTI-AGREGANTS PLAQUETTAIRES AUGMENTANT L'AMPc;31DEC2005:00:00:00;;1;
0000009271545;D;N;O;N;N;O;REMODULIN 200 MG SOL INJ;REMODULIN 10 mg/ml, solution pour perfusion;;;48;SOLUTION;296;SOLUTION POUR PERFUSION;4.3000;MG;INJECTABLE;B01AC21;TREPROSTINIL;B01C4;ANTI-AGREGANTS PLAQUETTAIRES AUGMENTANT L'AMPc;31DEC2005:00:00:00;;1;
0000009271551;D;N;O;N;N;O;REMODULIN 50 MG SOL INJ FL;REMODULIN 2,5 mg/ml, solution pour perfusion;;;48;SOLUTION;296;SOLUTION POUR PERFUSION;4.3000;MG;INJECTABLE;B01AC21;TREPROSTINIL;B01C4;ANTI-AGREGANTS PLAQUETTAIRES AUGMENTANT L'AMPc;31DEC2005:00:00:00;;1;
0000009271568;D;N;O;N;N;O;REMODULIN 100 MG SOL INJ FL;REMODULIN 5 mg/ml, solution pour perfusion;;;48;SOLUTION;296;SOLUTION POUR PERFUSION;4.3000;MG;INJECTABLE;B01AC21;TREPROSTINIL;B01C4;ANTI-AGREGANTS PLAQUETTAIRES AUGMENTANT L'AMPc;31DEC2005:00:00:00;;1;
0000009271781;S;N;O;N;N;N;GAMMANORM 165MG/ML SOL AMP 10ML;GAMMANORM, 165 MG/ML, SOLUTION INJECTABLE;;;48;SOLUTION;295;SOLUTION INJECTABLE;;;;J06BA01;IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADM EXTRAVASCULAIRE;J06E;IMMUNOGLOBULINES POLYVALENTES, INTRAMUSCULAIRES;24MAY2006:00:00:00;;2;
0000009271798;D;N;O;N;N;N;OCTAPLEX 500 UI PDR ET SOL INJ;OCTAPLEX 500 UI, poudre et solvant pour solution pour perfusion;;;44;POUDRE;387;POUDRE ET SOLVANT POUR SOLUTION PR PERF;;;;B02BD01;FACTEURS DE COAGULATION IX, II, VII ET X EN ASSOCIATION;B02D2;FACTEURS II, VII, IX ET X;31DEC2005:00:00:00;;1;
0000009272680;D;N;O;N;N;N;VANCOMYCINE SDZ 1000 MG INJ;VANCOMYCINE SANDOZ 1000 MG, POUDRE POUR SOLUTION POUR PERFUSION;;;44;POUDRE;322;POUDRE POUR SOLUTION POUR PERFUSION;2000.0000;MG;INJECTABLE;J01XA01;VANCOMYCINE;J01X1;ANTIBACTERIENS GLYCOPEPTIDES;31DEC2005:00:00:00;;1;
0000009273426;D;N;N;O;N;N;KIVEXA 600MG/300MG CPR;KIVEXA 600 mg/300 mg, comprime pellicule;;;15;COMPRIME;307;NE PAS ECRASER COMPRIME PELLICULE;1.0000;UD;ORALE;J05AR02;LAMIVUDINE ET ABACAVIR;J05C1;INHIBITEURS DE LA TRANSCRIPTASE REVERSE NUCLEOSIDIQUES ET NUCLEOTIDIQUES;31DEC2005:00:00:00;;1;
0000009274182;D;N;N;O;N;N;TRUVADA 200MG/245MG CPR;TRUVADA 200 mg/245 mg, comprime pellicule;;;15;COMPRIME;307;COMPRIME PELLICULE;1.0000;UD;ORALE;J05AR03;TENOFOVIR DISOPROXIL ET EMTRICITABINE;J05C1;INHIBITEURS DE LA TRANSCRIPTASE REVERSE NUCLEOSIDIQUES ET NUCLEOTIDIQUES;31DEC2005:00:00:00;;1;
0000009274207;S;N;O;N;N;N;VIVAGLOBIN 1600MG/10ML SOL INJ;VIVAGLOBIN 160 MG/ML, SOLUTION INJECTABLE (VOIE SOUS-CUTANEE);;;48;SOLUTION;295;SOLUTION INJECTABLE;;;;J06BA01;IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADM EXTRAVASCULAIRE;J06C;IMMUNOGLOBULINES POLYVALENTES, INTRAVEINEUSES;07APR2006:00:00:00;28FEB2018:00:00:00;1;RADIATION
0000009274213;NC;N;O;N;N;N;ABELCET 5MG/ML SUSP INJ FL 10ML;ABELCET 5 MG/ML, SUSPENSION A DILUER POUR PERFUSION;;;50;SUSPENSION;281;SUSPENSION INJECTABLE;35.0000;MG;INJECTABLE;J02AA01;AMPHOTERICINE B;J02A;AGENT SYSTEMIQUE POUR INFECTIONS FONGIQUES;31DEC2005:00:00:00;;1;
0000009274242;;;;;;;;;;;;;;;;;;;;;;31DEC2005:00:00:00;;1;
0000009274408;D;N;N;O;O;O;REBETOL 40 MG/ML SOL BUV;Rebetol 40 mg/ml solution buvable;;;48;SOLUTION;292;SOLUTION BUVABLE;;;;J05AP01;RIBAVIRINE;J05B1;MEDICAMENTS CONTRE L'HEPATITE VIRALE;24NOV2006:00:00:00;;1;
0000009274489;S;N;O;N;N;N;FLUCONAZOLE SDZ 200 MG SOL INJ;FLUCONAZOLE SANDOZ 200 MG/100 ML, SOLUTION INJECTABLE;;;48;SOLUTION;295;SOLUTION INJECTABLE;;;;J02AC01;FLUCONAZOLE;J02A;AGENT SYSTEMIQUE POUR INFECTIONS FONGIQUES;11JUN2008:00:00:00;;1;
0000009274495;S;N;O;N;N;N;FLUCONAZOLE SDZ 400 MG SOL INJ;FLUCONAZOLE SANDOZ 400 MG/200 ML, SOLUTION INJECTABLE;;;48;SOLUTION;295;SOLUTION INJECTABLE;;;;J02AC01;FLUCONAZOLE;J02A;AGENT SYSTEMIQUE POUR INFECTIONS FONGIQUES;11JUN2008:00:00:00;;1;
0000009274503;S;N;O;N;N;N;FLUCONAZOLE SDZ 100 MG SOL INJ;FLUCONAZOLE SANDOZ 100 mg/50 ml, solution injectable;;;48;SOLUTION;295;SOLUTION INJECTABLE;;;;J02AC01;FLUCONAZOLE;J02A;AGENT SYSTEMIQUE POUR INFECTIONS FONGIQUES;11JUN2008:00:00:00;;1;
0000009274727;D;N;O;N;N;N;ORFADIN 10 MG GELULE;ORFADIN 10 mg, gelule;;;21;GELULE;64;ORAL(E);20.0000;MG;ORALE;A16AX04;NITISINONE;A16A;AUTRES MEDICAMENTS DES VOIES DIGESTIVES ET DU METABOLISME;14JAN2006:00:00:00;;1;
0000009274733;D;N;O;N;N;N;ORFADIN 2 MG GELULE;ORFADIN 2 mg, gelule;;;21;GELULE;64;ORAL(E);20.0000;MG;ORALE;A16AX04;NITISINONE;A16A;AUTRES MEDICAMENTS DES VOIES DIGESTIVES ET DU METABOLISME;14JAN2006:00:00:00;;1;
0000009274756;D;N;O;N;N;N;ORFADIN 5 MG GELULE;ORFADIN 5 mg, gelule;;;21;GELULE;64;ORAL(E);20.0000;MG;ORALE;A16AX04;NITISINONE;A16A;AUTRES MEDICAMENTS DES VOIES DIGESTIVES ET DU METABOLISME;14JAN2006:00:00:00;;1;
0000009274762;D;N;O;N;O;N;VIDAZA 100 MG PDR SUSP INJ;VIDAZA 25 mg/ml poudre pour suspension injectable;;;44;POUDRE;313;LYOPHILISE(E) POUDRE POUR SUSPENSION INJ;;;;L01BC07;AZACITIDINE;L01B;ANTIMETABOLITES;26SEP2009:00:00:00;;2;
0000009275282;S;N;O;N;N;N;GAMMANORM 165MG/ML SOL INJ AMP;GAMMANORM, 165 MG/ML, SOLUTION INJECTABLE;;;48;SOLUTION;295;SOLUTION INJECTABLE;;;;J06BA01;IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADM EXTRAVASCULAIRE;J06E;IMMUNOGLOBULINES POLYVALENTES, INTRAMUSCULAIRES;24MAY2006:00:00:00;;2;
0000009275299;S;N;O;N;N;N;GAMMANORM 165MG/ML SOL AMP 20ML;GAMMANORM, 165 MG/ML, SOLUTION INJECTABLE;;;48;SOLUTION;295;SOLUTION INJECTABLE;;;;J06BA01;IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADM EXTRAVASCULAIRE;J06E;IMMUNOGLOBULINES POLYVALENTES, INTRAMUSCULAIRES;24MAY2006:00:00:00;;2;
0000009275307;;;;;;;;;;;;;;;;;;;;;;31DEC2005:00:00:00;;1;
0000009275313;;;;;;;;;;;;;;;;;;;;;;31DEC2005:00:00:00;;1;
0000009275684;NC;N;O;N;O;O;MITOXANTRONE GGA 20MG/10ML INJ;MITOXANTRONE G GAM 2 MG/ML, SOLUTION A DILUER POUR PERFUSION;;;48;SOLUTION;290;SOLUTION A DILUER POUR PERFUSION;;;;L01DB07;MITOXANTRONE;L01D;ANTIBIOTIQUES ANTINEOPLASIQUES;22SEP2006:00:00:00;;1;
0000009275690;NC;N;O;N;O;O;MITOXANTRONE GGA 10MG/5ML INJ;MITOXANTRONE G GAM 2 MG/ML, SOLUTION A DILUER POUR PERFUSION;;;48;SOLUTION;290;SOLUTION A DILUER POUR PERFUSION;;;;L01DB07;MITOXANTRONE;L01D;ANTIBIOTIQUES ANTINEOPLASIQUES;22SEP2006:00:00:00;;1;
0000009275715;D;N;O;N;N;N;ALFALASTIN 33,33 MG/ML PDR INJ 30ML;ALFALASTIN 33,33 MG/ML, POUDRE ET SOLVANT POUR SOLUTION INJECTABLE;;;44;POUDRE;314;POUDRE ET SOLVANT POUR SOLUTION INJ;600.0000;MG;INJECTABLE;B02AB02;ALFA 1 ANTITRYPSINE;B02C9;AUTRES INHIBITEURS DE PROTEINASES;31DEC2005:00:00:00;;1;
0000009275891;S;N;N;O;N;N;INVIRASE 500 MG CPR;INVIRASE 500 mg, comprime pellicule;;;15;COMPRIME;307;COMPRIME PELLICULE;;;;J05AE01;SAQUINAVIR;J05C2;INHIBITEURS DE PROTEASE;31DEC2005:00:00:00;;1;
0000009277186;D;N;O;N;O;O;MITOXANTRONE MYL 20 MG SOL INJ;MITOXANTRONE MYLAN 20 MG/10 ML, SOLUTION A DILUER POUR PERFUSION;;;48;SOLUTION;290;SOLUTION A DILUER POUR PERFUSION;;;;L01DB07;MITOXANTRONE;L01D;ANTIBIOTIQUES ANTINEOPLASIQUES;22SEP2006:00:00:00;;1;
0000009277192;D;N;O;N;O;O;MITOXANTRONE MYL 10 MG SOL INJ;MITOXANTRONE MYLAN 10 MG/5 ML, SOLUTION A DILUER POUR PERFUSION;;;48;SOLUTION;290;SOLUTION A DILUER POUR PERFUSION;;;;L01DB07;MITOXANTRONE;L01D;ANTIBIOTIQUES ANTINEOPLASIQUES;22SEP2006:00:00:00;;1;
0000009278091;D;N;O;N;O;O;PACLITAXEL TVC 100 MG INJ;PACLITAXEL TEVA 100 MG/16,7 ML, SOLUTION A DILUER POUR PERFUSION;;;48;SOLUTION;290;SOLUTION A DILUER POUR PERFUSION;;;;L01CD01;PACLITAXEL;L01C;ANTINEOPLASIQUES D'ORIGINE VEGETALE;22SEP2006:00:00:00;;1;
0000009278116;D;N;O;N;O;O;PACLITAXEL TVC 30 MG INJ;PACLITAXEL TEVA 30 MG/5 ML, SOLUTION A DILUER POUR PERFUSION;;;48;SOLUTION;290;SOLUTION A DILUER POUR PERFUSION;;;;L01CD01;PACLITAXEL;L01C;ANTINEOPLASIQUES D'ORIGINE VEGETALE;22SEP2006:00:00:00;;1;
0000009278122;D;N;O;N;O;O;PACLITAXEL TVC 300 MG INJ;PACLITAXEL TEVA 300 MG/50 ML, SOLUTION A DILUER POUR PERFUSION;;;48;SOLUTION;290;SOLUTION A DILUER POUR PERFUSION;;;;L01CD01;PACLITAXEL;L01C;ANTINEOPLASIQUES D'ORIGINE VEGETALE;22SEP2006:00:00:00;;1;
0000009278582;D;N;N;O;N;N;ESKAZOLE 400MG CPR;ESKAZOLE 400 MG, COMPRIME;;;15;COMPRIME;330;COMPRIME ORAL(E);;;;P02CA03;ALBENDAZOLE;P01B;ANTHELMINTHIQUES, SCHISTOSOMICIDES EXCLUS;22SEP2006:00:00:00;;1;
0000009278599;NC;N;O;N;O;O;FLUOROURACILE GGA 50MG/ML 5ML;FLUOROURACILE G GAM 50 MG/ML, SOLUTION POUR PERFUSION;;;48;SOLUTION;296;SOLUTION POUR PERFUSION;;;;L01BC02;FLUOROURACILE;L01B;ANTIMETABOLITES;22SEP2006:00:00:00;;1;
0000009232309;D;N;O;N;N;N;AMMONAPS 500MG CPR;AMMONAPS 500 MG, comprime;;;15;COMPRIME;330;COMPRIME ORAL(E);20.0000;G;ORALE;A16AX03;PHENYLBUTYRATE SODIQUE;A16A;AUTRES MEDICAMENTS DES VOIES DIGESTIVES ET DU METABOLISME;11MAY2005:00:00:00;;2;
0000009232315;D;N;O;N;N;N;AMMONAPS 940MG/G GRANULES FL 266G;AMMONAPS 940 MG/G granules;;;24;GRANULES;436;PAR SONDE GRANULES ORAL(E);20.0000;G;ORALE;A16AX03;PHENYLBUTYRATE SODIQUE;A16A;AUTRES MEDICAMENTS DES VOIES DIGESTIVES ET DU METABOLISME;11MAY2005:00:00:00;;2;
0000009233214;D;N;O;N;O;O;PROLEUKIN 18 MUI PDR PR SOL INJ;PROLEUKIN 18 MUI, POUDRE POUR SOLUTION INJECTABLE;;;44;POUDRE;312;LYOPHILISE(E) POUDRE POUR SOLUTION INJEC;0.2000;MG;INJECTABLE;L03AC01;ALDESLEUKINE;L03A9;TOUS AUTRES IMMUNOSTIMULANTS, INTERFERONS EXCLUS;11MAY2005:00:00:00;;1;
0000009233473;D;N;N;N;N;N;METHOTREXATE MYL 5 MG SOL INJ;METHOTREXATE MYLAN 5 MG/2 ML, SOLUTION INJECTABLE;;;48;SOLUTION;295;SOLUTION INJECTABLE;;;;L01BA01;METHOTREXATE;L01B;ANTIMETABOLITES;29JUL2004:00:00:00;;1;
0000009233533;D;N;O;N;N;N;ZYVOXID 600MG CPR;ZYVOXID 600 MG, COMPRIME PELLICULE;;;15;COMPRIME;307;COMPRIME PELLICULE;;;;J01XX08;LINEZOLIDE;J01X9;TOUS AUTRES ANTIBACTERIENS;31DEC2005:00:00:00;;1;
0000009233680;D;O;N;N;N;N;BEROMUN 1MG PDR ET SOL INJ;Beromun 1 mg/5 ml, poudre et solvant pour solution pour perfusion;;;44;POUDRE;584;POUDRE PR SOL A DILUER POUR PERFUSION;3.5000;MG;INJECTABLE;L03AX11;TASONERMINE;L01X9;AUTRES ANTINEOPLASIQUES;09JUL2005:00:00:00;28FEB2015:00:00:00;2;RADIATION
0000009234047;D;N;O;N;N;N;PROTEXEL 500 UI PDR ET SOL INJ;PROTEXEL 500 UI/10 ML, POUDRE ET SOLVANT POUR SOLUTION INJECTABLE;;;44;POUDRE;314;POUDRE ET SOLVANT POUR SOLUTION INJ;;;;B01AD12;PROTEINE C;B01X;AUTRES MEDICAMENTS ANTITHROMBOTIQUES;11MAY2005:00:00:00;;2;
0000009234248;S;N;O;N;N;N;ENDOBULINE 10G/200ML PDR ET SOL;ENDOBULINE 50 MG/ML, POUDRE ET SOLVANT POUR SOLUTION INJECTABLE;;;44;POUDRE;314;POUDRE ET SOLVANT POUR SOLUTION INJ;;;;J06BA02;IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADM INTRAVASCULAIRE;J06C;IMMUNOGLOBULINES POLYVALENTES, INTRAVEINEUSES;11MAY2005:00:00:00;31DEC2017:00:00:00;2;RADIATION
0000009236247;D;N;N;O;N;N;VIREAD 245 MG CPR;VIREAD 245 mg, comprime pellicule;;;15;COMPRIME;307;COMPRIME PELLICULE;;;;J05AF07;TENOFOVIR DISOPROXIL;J05C1;INHIBITEURS DE LA TRANSCRIPTASE REVERSE NUCLEOSIDIQUES ET NUCLEOTIDIQUES;27DEC2004:00:00:00;;1;
0000009236891;S;N;N;O;N;N;CRIXIVAN 100MG GELULE;CRIXIVAN 100 MG, GELULE;;;21;GELULE;328;NE PAS ECRASER NE PAS OUVRIR GELULE ORAL;;;;J05AE02;INDINAVIR;J05C2;INHIBITEURS DE PROTEASE;27DEC2004:00:00:00;;1;
0000009238281;D;N;N;N;N;N;CEFAZOLINE MYL 2 G PDR INJ IV IM;CEFAZOLINE MYLAN 2 g, poudre pour solution injectable (IM-IV);;;44;POUDRE;312;POUDRE POUR SOLUTION INJECTABLE;;;;J01DB04;CEFAZOLINE;J01D2;CEPHALOSPORINES INJECTABLES;29JUL2004:00:00:00;26AUG2018:00:00:00;1;RADIATION
0000009239116;D;N;O;N;O;O;FASTURTEC 1,5 MG PDR+SOL INJ;FASTURTEC 1,5 mg/1 ml, poudre et solvant pour solution a diluer pour perfusion;;;44;POUDRE;563;POUDRE ET SOLV PR SOL A DILUER PR PERF;14.0000;MG;INJECTABLE;V03AF07;RASBURICASE;V03D;MEDICAMENTS DETOXIFIANTS DANS UN TRAITEMENT ANTINEOPLASIQUE;11MAY2005:00:00:00;29FEB2012:00:00:00;3;RADIATION
0000009239145;S;N;O;N;O;O;CARBOPLATINE DKT 150MG/15ML INJ;CARBOPLATINE DAKOTA PHARM 10 MG/ML, SOLUTION POUR PERFUSION;;;48;SOLUTION;296;SOLUTION POUR PERFUSION;;;;L01XA02;CARBOPLATINE;L01X2;DERIVES DU PLATINE;11MAY2005:00:00:00;;1;
0000009239151;S;N;O;N;O;O;CARBOPLATINE DKT 450MG/45ML INJ;CARBOPLATINE DAKOTA PHARM 10 MG/ML, SOLUTION POUR PERFUSION;;;48;SOLUTION;296;SOLUTION POUR PERFUSION;;;;L01XA02;CARBOPLATINE;L01X2;DERIVES DU PLATINE;11MAY2005:00:00:00;;1;
0000009239168;S;N;O;N;O;O;CARBOPLATINE DKT 50MG/5ML INJ;CARBOPLATINE DAKOTA PHARM 10 MG/ML, SOLUTION POUR PERFUSION;;;48;SOLUTION;296;SOLUTION POUR PERFUSION;;;;L01XA02;CARBOPLATINE;L01X2;DERIVES DU PLATINE;11MAY2005:00:00:00;;1;
0000009239228;D;N;N;O;N;N;EPIVIR 300 MG CPR;EPIVIR 300 mg, comprime pellicule;;;15;COMPRIME;307;COMPRIME PELLICULE;;;;J05AF05;LAMIVUDINE;J05C1;INHIBITEURS DE LA TRANSCRIPTASE REVERSE NUCLEOSIDIQUES ET NUCLEOTIDIQUES;27DEC2004:00:00:00;;1;
0000009239381;D;N;O;N;O;O;FASTURTEC 7,5 MG PDR+SOL INJ;FASTURTEC 1,5 mg/ml, poudre et solvant pour solution a diluer pour perfusion;;;44;POUDRE;563;POUDRE ET SOLV PR SOL A DILUER PR PERF;14.0000;MG;INJECTABLE;V03AF07;RASBURICASE;V03D;MEDICAMENTS DETOXIFIANTS DANS UN TRAITEMENT ANTINEOPLASIQUE;11MAY2005:00:00:00;29FEB2012:00:00:00;3;RADIATION
0000009239429;D;N;N;N;N;N;SALBUTAMOL MYL 5 MG SOL INJ;SALBUTAMOL MYLAN 5 MG/5 ML, SOLUTION POUR PERFUSION;;;48;SOLUTION;296;SOLUTION POUR PERFUSION;;;;R03CC02;SALBUTAMOL;G02E;INHIBITEURS DU TRAVAIL;29JUL2004:00:00:00;;1;
0000009239501;D;N;O;N;N;N;CYSTADANE 1G PDR ORALE;CYSTADANE 1 g, poudre orale;;;44;POUDRE;399;POUDRE ORALE;6.0000;G;ORALE;A16AA06;BETAINE;A16A;AUTRES MEDICAMENTS DES VOIES DIGESTIVES ET DU METABOLISME;16APR2008:00:00:00;;1;
0000009239671;S;N;O;N;O;O;CISPLATINE DKT 25MG/25ML INJ;CISPLATINE DAKOTA PHARM 1 MG/ML, SOLUTION INJECTABLE;;;48;SOLUTION;295;SOLUTION INJECTABLE;;;;L01XA01;CISPLATINE;L01X2;DERIVES DU PLATINE;11MAY2005:00:00:00;;1;
0000009239754;D;N;N;O;N;N;PANRETIN 0,1% GEL TUBE 60G;PANRETIN 0,1 %, GEL;;;20;GEL;375;GEL POUR APPLICATION CUTANEE;;;;L01XX22;ALITRETINOINE;L01X9;AUTRES ANTINEOPLASIQUES;27DEC2004:00:00:00;;1;
0000009240013;D;N;O;N;O;O;TRACLEER 125 MG CPR;TRACLEER 125 mg, comprime pellicule;;;15;COMPRIME;307;NE PAS ECRASER COMPRIME PELLICULE ORAL(E;;;;C02KX01;BOSENTAN;C02A3;AUTRES ANTIHYPERTENSEURS NON ASSOCIES;27DEC2004:00:00:00;;1;
0000009240036;D;N;O;N;O;O;TRACLEER 62,5 MG CPR;TRACLEER 62,5 MG, COMPRIME PELLICULE;;;15;COMPRIME;307;NE PAS ECRASER COMPRIME PELLICULE;;;;C02KX01;BOSENTAN;C02A3;AUTRES ANTIHYPERTENSEURS NON ASSOCIES;27DEC2004:00:00:00;;1;
0000009240125;D;N;O;N;N;N;VFEND 200 MG PDR INJ;VFEND 200 mg poudre pour solution pour perfusion;;;44;POUDRE;322;LYOPHILISE(E) POUDRE POUR SOLUTION POUR;;;;J02AC03;VORICONAZOLE;J02A;AGENT SYSTEMIQUE POUR INFECTIONS FONGIQUES;31DEC2005:00:00:00;;1;
0000009240131;D;N;O;N;N;N;VFEND 200MG CPR;VFEND 200 mg comprimes pellicules;;;15;COMPRIME;307;NE PAS ECRASER COMPRIME PELLICULE;400.0000;MG;ORALE;J02AC03;VORICONAZOLE;J02A;AGENT SYSTEMIQUE POUR INFECTIONS FONGIQUES;31DEC2005:00:00:00;31MAY2016:00:00:00;1;RADIATION
0000009240148;D;N;O;N;N;N;VFEND 50MG CPR;VFEND 50 mg comprimes pellicules;;;15;COMPRIME;307;NE PAS ECRASER COMPRIME PELLICULE;;;;J02AC03;VORICONAZOLE;J02A;AGENT SYSTEMIQUE POUR INFECTIONS FONGIQUES;31DEC2005:00:00:00;31MAY2016:00:00:00;1;RADIATION
0000009240562;D;N;N;O;N;N;SUSTIVA 600MG CPR;SUSTIVA 600 mg, comprime pellicule;;;15;COMPRIME;307;COMPRIME PELLICULE;600.0000;MG;ORALE;J05AG03;EFAVIRENZ;J05C3;INHIBITEURS DE LA TRANSCRIPTASE REVERSE NON NUCLEOSIDIQUES;27DEC2004:00:00:00;;1;
0000009240740;D;N;O;N;O;O;CISPLATINE MYL 100 MG SOL INJ;CISPLATINE MYLAN 1 mg/1 ml, solution a diluer pour perfusion;;;48;SOLUTION;290;SOLUTION A DILUER POUR PERFUSION;;;;L01XA01;CISPLATINE;L01X2;DERIVES DU PLATINE;11MAY2005:00:00:00;;1;
0000009241047;D;N;N;O;N;O;PEGASYS 135 MICROG SOL INJ SER;PEGASYS 135 MICROGRAMMES, solution injectable en seringue preremplie.;;;48;SOLUTION;295;PEGYLEE SOLUTION INJECTABLE;;;;L03AB11;PEGINTERFERON ALFA-2A;L03B1;INTERFERONS, ALPHA;27DEC2004:00:00:00;;1;
0000009241076;D;N;N;O;N;O;PEGASYS 180 MCG SOL INJ SER;PEGASYS 180 MICROGRAMMES, solution injectable en seringue preremplie;;;48;SOLUTION;295;PEGYLEE SOLUTION INJECTABLE;;;;L03AB11;PEGINTERFERON ALFA-2A;L03B1;INTERFERONS, ALPHA;27DEC2004:00:00:00;;1;
0000009241082;S;N;N;O;N;N;SUSTIVA 30MG/ML SOL BUV;SUSTIVA 30 MG/ML, solution buvable;;;48;SOLUTION;292;SOLUTION BUVABLE;;;;J05AG03;EFAVIRENZ;J05C3;INHIBITEURS DE LA TRANSCRIPTASE REVERSE NON NUCLEOSIDIQUES;27DEC2004:00:00:00;;1;
0000009241159;S;N;O;N;O;O;CARBOPLATINE MYL 600 MG/60ML SOL INJ;CARBOPLATINE MYLAN 10 MG/ML, SOLUTIONPOUR PERFUSION;;;48;SOLUTION;296;SOLUTION POUR PERFUSION;;;;L01XA02;CARBOPLATINE;L01X2;DERIVES DU PLATINE;11MAY2005:00:00:00;;1;
0000009241863;S;N;N;O;O;O;VIRAFERONPEG 0,100MG/0,5ML INJ STYLO;VIRAFERONPEG 100 MICROGRAMMES, POUDRE ET SOLVANT POUR SOLUTION INJECTABLE EN STYLO PREREMPLI;;;44;POUDRE;314;POUDRE ET SOLVANT POUR SOLUTION INJ;;;;L03AB10;PEGINTERFERON ALFA-2B;L03B1;INTERFERONS, ALPHA;27DEC2004:00:00:00;;1;
0000009241886;S;N;N;O;O;O;VIRAFERONPEG 0,120MG/0,5ML INJ STYLO;VIRAFERONPEG 120 MICROGRAMMES, POUDRE ET SOLVANT POUR SOLUTION INJECTABLE EN STYLO PREREMPLI;;;44;POUDRE;314;POUDRE ET SOLVANT POUR SOLUTION INJ;;;;L03AB10;PEGINTERFERON ALFA-2B;L03B1;INTERFERONS, ALPHA;27DEC2004:00:00:00;;1;
